Customer #,Full Name,DBA Name,Full Primary Address,Full Mailing Address,Work Phone #,NAICS Description
126630,CLASSIC CITY KARATE LLC,CLASSIC CITY KARATE,1050 BAXTER ST ATHENS  GA 30606,1230 SCARLET OAK CIR ATHENS  GA 30606,(404) 316-3881,FITNESS AND RECREATIONAL SPORTS CENTERS
126253,EASY MILE ATHENS LLC,PLANET FITNESS,3658 ATLANTA HWY ATHENS  GA 30606,501 BOYLSTON ST FLOOR 10 BOSTON  MA 02116,(706) 549-4000,FITNESS AND RECREATIONAL SPORTS CENTERS
97439,FITNESS @ FIVE OF ATHENS INC,FITNESS @ FIVE,1260 S MILLEDGE AVE A1 ATHENS  GA 30606,1260 S MILLEDGE AVE A1 ATHENS  GA 30606,(706) 353-6030,FITNESS AND RECREATIONAL SPORTS CENTERS
132937,FITNESS BY FORD FITNESS CLUB LLC,FITNESS BY FORD FITNESS CLUB LLC,340 COMMERCE BLVD SUITE 102 A ATHENS  GA 30606,340 COMMERCE BLVD SUITE 102 A ATHENS  GA 30606,(706) 351-7738,FITNESS AND RECREATIONAL SPORTS CENTERS
132868,FIVE POINTS YOGA,FIVE POINTS YOGA,1260 S MILLEDGE AVE SUITE E1 ATHENS  GA 30605,1260 S MILLEDGE AVE SUITE E1 ATHENS  GA 30605,(706) 355-3114,FITNESS AND RECREATIONAL SPORTS CENTERS
107351,FUN GALAXY ATHENS INC,FUN GALAXY ATHENS INC,3030 CHEROKEE RD ATHENS  GA 30605,184 CRESTVIEW RD JACKSON  GA 30233,(706) 546-5951,FITNESS AND RECREATIONAL SPORTS CENTERS
98429,GEORGIA STRENGTH LLC,CLASSIC CITY CROSS FIT,1337 W HANCOCK AVE ATHENS  GA 30606,130 TILLMAN LN ATHENS  GA 30606-4116,(706) 372-5464,FITNESS AND RECREATIONAL SPORTS CENTERS
125245,GREEN & KOZAK LLC,CROSSFIT LIBERATE,425 E DOUGHERTY ST ATHENS  GA 30601,425 E DOUGHERTY ST ATHENS  GA 30601,(706) 490-3017,FITNESS AND RECREATIONAL SPORTS CENTERS
128645,H T A MARTIAL ARTS ACADEMY,H T A MARTIAL ARTS ACADEMY,3700 ATLANTA HWY STE17 ATHENS  GA 30606-3155,224 CHEYENNE WAY AUBURN  GA 30011,(678) 437-4829,FITNESS AND RECREATIONAL SPORTS CENTERS
80498,HER FIT FIX LLC,HER FIT FIX LLC,301 OLD KINGS XING ATHENS  GA 30605,301 OLD KINGS XING ATHENS  GA 30605,(706) 227-3953,FITNESS AND RECREATIONAL SPORTS CENTERS
120916,HILTON & BUTLER FITNESS LLC,HILTON & BUTLER FITNESS LLC,196 ALPS RD SUITE 21 ATHENS  GA 30606,196 ALPS RD SUITE 21 ATHENS  GA 30606,(404) 273-4099,FITNESS AND RECREATIONAL SPORTS CENTERS
125552,HILTON FITNESS LLC,ORANGE THEORY FITNESS II,265 OCONEE ST ATHENS  GA 30601,196 ALPS RD SUITE 21 ATHENS  GA 30606,(404) 273-4099,FITNESS AND RECREATIONAL SPORTS CENTERS
132455,HOME GROWN BODIES,HOME GROWN BODIES,270 SEAGRAVES DR ATHENS  GA 30605,270 SEAGRAVES DR ATHENS  GA 30605,(706) 714-9000,FITNESS AND RECREATIONAL SPORTS CENTERS
129251,INNERGIES YOGA LTD,INNERGIES YOGA LTD,1920 S LUMPKIN ST ATHENS  GA 30606,PO BOX 82352 ATHENS  GA 30608,(706) 540-8461,FITNESS AND RECREATIONAL SPORTS CENTERS
109247,KEPPNER BOXING,KEPPNER BOXING,1550 LEXINGTON RD STE A ATHENS  GA 30605,189 ASHBROOK DR ATHENS  GA 30605-3955,(706) 201-4713,FITNESS AND RECREATIONAL SPORTS CENTERS
132522,LAUREN T TERRIS,LAUREN T TERRIS,210 WOLFE LN ATHENS  GA 30605-4441,210 WOLFE LN ATHENS  GA 30605-4441,(941) 929-3521,FITNESS AND RECREATIONAL SPORTS CENTERS
122185,M & M FITBOX LLC,M & M FITBOX LLC,1860 BARNETT SHOALS RD STE 407 ATHENS  GA 30605,2546 ROLLING MEADOWS LN WATKINSVILLE  GA 30677,(706) 850-4999,FITNESS AND RECREATIONAL SPORTS CENTERS
132825,M & M FITBOX LLC,M & M FITBOX LLC,2080 TIMOTHY RD SUITE B ATHENS  GA 30606,2080 TIMOTHY RD SUITE B ATHENS  GA 30606,(706) 353-6999,FITNESS AND RECREATIONAL SPORTS CENTERS
108909,NEXT STEP,NEXT STEP,260 WOODHAVEN PKWY ATHENS  GA 30606-1915,260 WOODHAVEN PKWY ATHENS  GA 30606-1915,(706) 353-8799,FITNESS AND RECREATIONAL SPORTS CENTERS
128101,OPEN CALL COMPETITION,OPEN CALL COMPETITION,396 FOUNDRY ST ATHENS  GA 30601-2621,396 FOUNDRY ST ATHENS  GA 30601-2621,(770) 364-4728,FITNESS AND RECREATIONAL SPORTS CENTERS
127523,PURE BALANCE PILATES,PURE BALANCE PILATES,1075 BAXTER ST A103 ATHENS  GA 30606,703 GIVE CT ATHENS  GA 30606,(706) 424-9742,FITNESS AND RECREATIONAL SPORTS CENTERS
129567,PURVELO LLC,PURVELO LLC,235 OCONEE ST STE J ATHENS  GA 30601,1932 ARLINGTON BLVD STE 2 CHARLOTTESVILLE  VA 22903,(716) 628-6883,FITNESS AND RECREATIONAL SPORTS CENTERS
130237,RUBBER SOUL YOGA COLLECTIVE LLC,REVOLUTION THEROPY AND YOGA,675 PULASKI ST STE 1400 ATHENS  GA 30601-2384,675 PULASKI ST STE 1400 ATHENS  GA 30601-2384,(706) 224-7497,FITNESS AND RECREATIONAL SPORTS CENTERS
123514,SH CAPITAL GAT-4 LLC,ANYTIME FITNESS,3190 ATLANTA HWY SUITE 1 ATHENS  GA 30606,31 S CENTER ST SUITE 2A&B WINDER  GA 30680,(706) 353-6455,FITNESS AND RECREATIONAL SPORTS CENTERS
126526,SH CAPITAL GAT-5 LLC,ANYTIME FITNESS,4050 LEXINGTON RD ATHENS  GA 30605,31 S CENTER ST WINDER  GA 30680,(706) 850-8882,FITNESS AND RECREATIONAL SPORTS CENTERS
124247,SHAKTI POWER YOGA ATHENS,SHAKTI POWER YOGA ATHENS,940 PRINCE AVE SUITE D ATHENS  GA 30606,940 PRINCE AVE SUITE D ATHENS  GA 30606,(706) 850-7792,FITNESS AND RECREATIONAL SPORTS CENTERS
124882,STRENGTH AND STRIKE FITNESS,STRENGTH AND STRIKE FITNESS,2440 W BROAD ST #12 ATHENS  GA 30606,2440 W BROAD ST #12 ATHENS  GA 30606,(323) 610-7247,FITNESS AND RECREATIONAL SPORTS CENTERS
133630,STRIKE 1ST SOCCER LLC,STRIKE 1ST SOCCER LLC,1276 TOWNE SQUARE CT ATHENS  GA 30607,1276 TOWNE SQUARE CT ATHENS  GA 30607,(425) 761-5636,FITNESS AND RECREATIONAL SPORTS CENTERS
127996,SVASTHA HOLDINGS LLC,CLUB PILATES,290 ALPS RD ATHENS  GA 30606,1500 OGLETHORPE AVE SUITE 500 D ATHENS  GA 30606,(706) 406-1710,FITNESS AND RECREATIONAL SPORTS CENTERS
130864,X3S5 LLC,X3 SPORTS ATHENS,2026 S MILLEDGE AVE A-1 ATHENS  GA 30605,2026 S MILLEDGE AVE A-1 ATHENS  GA 30605,(678) 903-0100 1001,FITNESS AND RECREATIONAL SPORTS CENTERS
126668,ATHENS FLOORS AND TILE LLC,ATHENS FLOORING DEPOT,168 COMMERCE BLVD STE A ATHENS  GA 30606,168 COMMERCE BLVD STE A ATHENS  GA 30606,(706) 552-0639,FLOOR COVERING STORES
77841,DCO INC,DALTON CARPET,3690 ATLANTA HWY STE 108 ATHENS  GA 30606-3178,300 COMMERCE BLVD ATHENS  GA 30606,(706) 353-0547,FLOOR COVERING STORES
68502,PRO CLEAN ENTERPRISES INC,CARPETS UNLIMITED,4135 ATLANTA HWY ATHENS  GA 30606,4135 ATLANTA HWY ATHENS  GA 30606,(706) 353-6086,FLOOR COVERING STORES
77275,SWINFORDS CARPETS & FLOOR COVER,SWINFORDS CARPETS & FLOOR COVER,125 ROWE RD ATHENS  GA 30601,125 ROWE RD ATHENS  GA 30601,(706) 353-8865,FLOOR COVERING STORES
104989,ADAMS TILE & TERRAZZO INC,ADAMS TILE & TERRAZZO INC,1101 OLD CREEK RD B-1 ATHENS  GA 30607,1101 OLD CREEK RD B-1 ATHENS  GA 30607,(706) 548-6720,FLOORING CONTRACTORS
131839,DAVID ALLEN COMPANY INC,DAVID ALLEN COMPANY INC,1199 PRINCE AVE ATHENS  GA 30606-2185,PO BOX 27705 ATTN: PAT ZIMMERLY RALEIGH  NC 27611,(919) 232-2693,FLOORING CONTRACTORS
130946,PUCCI  ENTERPRISES LLC,STANLEY STEEMER,0  ATHENS CLARKE CO ADDRESS ATHENS  GA 30601,710-B BUCKNER RD COLUMBIA  SC 29203,(803) 754-2219,FLOORING CONTRACTORS
133607,RJ FLOORING INCORPORATED,RJ FLOORING INCORPORATED,222 BRANCH ST ATHENS  GA 30601-3172,222 BRANCH ST ATHENS  GA 30601-3172,(404) 732-5144,FLOORING CONTRACTORS
75499,SLIP GUARD INC,SLIP GUARD INC,217 WILDE TRL ATHENS  GA 30606,217 WILDE TRL ATHENS  GA 30606,(706) 540-2849,FLOORING CONTRACTORS
127307,ANGELS AND FLOWERS,ANGELS AND FLOWERS,235 SYCAMORE DR P5 ATHENS  GA 30606,235 SYCAMORE DR P5 ATHENS  GA 30606,(706) 818-3425,FLORIST
133021,BLOSSOMS WHOLESALE LLC,BLOSSOMS WHOLESALE LLC,2159 W BROAD ST ATHENS  GA 30606-3545,2159 W BROAD ST ATHENS  GA 30606-3545,(706) 549-9874,FLORIST
75466,CAROLYNS FLOWERS INC,FLOWERLAND,823 PRINCE AVE ATHENS  GA 30606-2723,823 PRINCE AVE ATHENS  GA 30606-2723,(706) 549-1884,FLORIST
132429,GARDENIA FLORAL DESIGN LLC,GARDENIA FLORAL DESIGN LLC,123 BORDEAUX LN ATHENS  GA 30605,123 BORDEAUX LN ATHENS  GA 30605,(706) 743-5388,FLORIST
76901,LINDA CHAMBERS,FRANCES FLORIST,1244 HULL RD ATHENS  GA 30601,PO BOX 7393 ATHENS  GA 30604,(706) 543-3819,FLORIST
77214,PETALS ON PRINCE INC.,PETALS ON PRINCE INC.,1470 PRINCE AVE ATHENS  GA 30606,1470 PRINCE AVE ATHENS  GA 30606,(706) 353-2760,FLORIST
131395,WHITE WOLF BLOSSOMS,WHITE WOLF BLOSSOMS,645 PARISH POINTE DR ATHENS  GA 30606,645 PARISH POINTE DR ATHENS  GA 30606,(229) 942-2188,FLORIST
78218,JOSEPH NAPOLI,ATHENS WHOLESALE NURSERY,495 BELMONT RD ATHENS  GA 30605,495 BELMONT RD ATHENS  GA 30605,(706) 546-6638,"FLOWER, NURSERY STOCK, & FLORIST' SUPPLIES MERCHANT WHOLESALERS"
133471,OLIVER FLORAL WHOLESALE LLC,OLIVER FLORAL WHOLESALE LLC,200 CLEVELAND RD STE 3 BOGART  GA 30622-1782,200 CLEVELAND RD STE 3 BOGART  GA 30622-1782,(919) 763-7021,"FLOWER, NURSERY STOCK, & FLORIST' SUPPLIES MERCHANT WHOLESALERS"
132941,SUNRISE NURSERY LLC,SUNRISE NURSERY LLC,550  ATHENS RD WINTERVILLE  GA 30683,550  ATHENS RD WINTERVILLE  GA 30683,(706) 901-7082,"FLOWER, NURSERY STOCK, & FLORIST' SUPPLIES MERCHANT WHOLESALERS"
133369,ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC,ARAMARK SPORTS AND ENTERTAINMENT SERV AT SANFORD STADIUM,280 E CAMPUS RD GATE 6 LOADING DOCK ATHENS  GA 30602,610 SMITHFIELD ST STE#300 C/O FLAHERTY & O'HARA PC PHILADELPHIA  PA 15222,(404) 576-1562,FOOD SERVICE CONTRACTORS
132855,COLLEGE FRESH IN C,COLLEGE FRESH IN C,317 S MILLEDGE  AVE ATHENS  GA 30605,701 DEVONSHIRE DR SUITE C23 CHAMPAIGN  IL 61820,(217) 239-6622,FOOD SERVICE CONTRACTORS
128578,ENO'S BAKED LLC,ENO'S BAKED LLC,245 HANOVER DR BOGART  GA 30622,245 HANOVER DR BOGART  GA 30622,(706) 612-8397,FOOD SERVICE CONTRACTORS
122724,HOLY CREPE LLC,HOLY CREPE LLC,197 PARK AVE ATHENS  GA 30601,197 PARK AVE ATHENS  GA 30601,(706) 765-7087,FOOD SERVICE CONTRACTORS
125758,QUEENS CANDY SHOP,QUEENS CANDY SHOP,107 JARNIGAN DR ATHENS  GA 30605,107 JARNIGAN DR ATHENS  GA 30605,(413) 687-8088,FOOD SERVICE CONTRACTORS
133957,SATISFIED FOOD CO,SATISFIED FOOD CO,650 W BROAD ST ATHENS  GA 30601,7 SOUTH MAIN ST WATKINSVILLE  GA 30677,(404) 788-8516,FOOD SERVICE CONTRACTORS
119156,SODEXO AT BOEHRINGER LNGELHEIM,SODEXO AT BOEHRINGER LNGELHEIM,1730 OLYMPIC DR ATHENS  GA 30601,PO BOX 352 BUFFALO  NY 14240,(914) 645-0096,FOOD SERVICE CONTRACTORS
77173,ROBERT EBERHART,MARVIN'S SHOE SERV,156 COLLEGE AVE ATHENS  GA 30601,156 COLLEGE AVE ATHENS  GA 30601,(706) 546-5090,FOOTWEAR & LEATHER GOODS REPAIR
133764,JADOREME INC,FOR U DRESSES,3700 ATLANTA HWY STE 15 ATHENS  GA 30606,3700 ATLANTA HWY STE 15 ATHENS  GA 30606,(425) 585-8900,FORMAL WEAR & COSTUME RENTAL
125609,11TH PIN LLC,11TH PIN,555 MACON HWY ATHENS  GA 30606,555 MACON HWY ATHENS  GA 30606,(706) 296-2931,FULL-SERVICE RESTAURANTS
121178,2:10 PLACE LLC,THE PLACE,229 E BROAD ST ATHENS  GA 30601,229 E BROAD ST ATHENS  GA 30601,(706) 850-2988,FULL-SERVICE RESTAURANTS
129518,6B&L LLC,CHOO CHOO JAPANESE KOREAN GRILL EXPRESS,1055 GAINES SCHOOL RD STE 101 ATHENS  GA 30605,3775 VENTURE DR BLDG E DULUTH  GA 30096,(706) 254-7375,FULL-SERVICE RESTAURANTS
118458,A&K CLARK HOLDINGS INC,CHICK FIL A,3637 ATLANTA HWY ATHENS  GA 30606,3637 ATLANTA HWY ATHENS  GA 30606,(706) 369-1806,FULL-SERVICE RESTAURANTS
107058,ABDOU ENTERPRISES LLC,JIMMY JOHN'S GOURMET SANDWICHES,2301 COLLEGE STATION RD A-8 ATHENS  GA 30605,5052 AUDLEY LN PEACHTREE CORNERS  GA 30092,(404) 512-8484,FULL-SERVICE RESTAURANTS
79201,ACOYAAS INC,PORTERHOUSE GRILL,459 E BROAD ST ATHENS  GA 30601,PO BOX 8111 ATHENS  GA 30603,(706) 354-1869,FULL-SERVICE RESTAURANTS
87906,ADDAY INC,IHOP,1180 BAXTER ST ATHENS  GA 30606,4653 RUBY FORREST DR STONE MTN  GA 30083,(706) 354-1356,FULL-SERVICE RESTAURANTS
134032,AFG SR ATHENS LLC,SONIC DRIVE-IN,4340 LEXINGTON RD ATHENS  GA 30605-2561,3575 PIEDMONT RD NE BLDG 15- STE 1200 ATLANTA  GA 30305,(404) 777-1795,FULL-SERVICE RESTAURANTS
134031,AFG SR BOGART LLC,SONIC DRIVE-IN,4275 ATLANTA HWY ATHENS  GA 30606,3575 PIEDMONT RD NE BLDG 15- STE 1200 ATLANTA  GA 30305,(404) 777-1795,FULL-SERVICE RESTAURANTS
78999,AGUA LINDA INC,AGUA LINDA TAQUERIA,1376 PRINCE AVE ATHENS  GA 30606-2734,1376  PRINCE AVE ATHENS  GA 30606,(706) 543-1500,FULL-SERVICE RESTAURANTS
125980,AK SAKURA INC,SAKURA HIBACHI & SUSHI BAR,1225 S MILLEDGE AVE ATHENS  GA 30605,1225 S MILLEDGE AVE ATHENS  GA 30605,(770) 355-6119,FULL-SERVICE RESTAURANTS
125107,AKADEMIA BREWING COMPANY LLC,AKADEMIA BREWING COMPANY,150 CRANE DR ATHENS  GA 30606,150 CRANE DR ATHENS  GA 30606,(678) 726-2288,FULL-SERVICE RESTAURANTS
131584,ALWAYS HAPPY LLC,UTAGE JAPANESE RESTAURANT,440 E CLAYTON ST ATHENS  GA 30601,440 E CLAYTON ST ATHENS  GA 30601,(954) 895-7876,FULL-SERVICE RESTAURANTS
91894,ATHENA CAPITAL LLC,JOHNNY'S NEW YORK STYLE PIZZA,1040 GAINES SCHOOL RD 219 ATHENS  GA 30605,4401 STILLING CIR DESTIN  FL 32541,(706) 354-1515,FULL-SERVICE RESTAURANTS
132129,ATHENS PIZZERIA LLC,ATHENS PIZZA ITALIAN CUISINE,2095 A SOUTH MILLEDGE AVE ATHENS  GA 30605,PO BOX 6566 ATHENS  GA 30604,(347) 486-9914,FULL-SERVICE RESTAURANTS
80897,ATHENS QBOB LLC,BEEF O BRADY'S,1860 BARNETT SHOALS RD 101 ATHENS  GA 30605,1860 BARNETT SHOALS RD 101 ATHENS  GA 30605,(706) 850-1916,FULL-SERVICE RESTAURANTS
115631,ATHENS WOK LLC,ATHENS WOK,493 E CLAYTON ST ATHENS  GA 30601,493 E CLAYTON ST ATHENS  GA 30601,(706) 248-3813,FULL-SERVICE RESTAURANTS
118725,AUTOMATIC PIZZA LLC,AUTOMATIC PIZZA LLC,1397 PRINCE AVE ATHENS  GA 30606,1397 PRINCE AVE ATHENS  GA 30606,(706) 850-2037,FULL-SERVICE RESTAURANTS
129329,B.A. KITCHEN INC,SQUARE ONE FISH CO,1298  PRINCE AVE ATHENS  GA 30606,1298  PRINCE AVE ATHENS  GA 30606,(706) 353-8862,FULL-SERVICE RESTAURANTS
120382,BACON-SOUTHALL INC,BLIND PIG TAVERN EASTSIDE,2301 COLLEGE STATION RD ATHENS  GA 30605-3619,1180 BRIGHTON LN BOGART  GA 30622,(706) 540-5794,FULL-SERVICE RESTAURANTS
133386,BARBERITOS PRINCE INC,BARBERITOS,1180 PRINCE AVE ATHENS  GA 30606,PO BOX 888 ATHENS  GA 30603,(706) 316-3344,FULL-SERVICE RESTAURANTS
96227,BEARPHAT LLC,AMICI ITALIAN CAFE,233 E CLAYTON ST ATHENS  GA 30601,PO BOX 1932 ATHENS  GA 30603,(706) 353-0000,FULL-SERVICE RESTAURANTS
125834,BOJANGLES RESTAURANTS INC #2015,BOJANGLES RESTAURANTS INC #2015,755 US HIGHWAY 29 N ATHENS  GA 30601,9432 SOUTHERN PINE BLVD CHARLOTTE  NC 28273,(704) 940-8688,FULL-SERVICE RESTAURANTS
107626,BREAD LLC,CLARKE'S,225 N LUMPKIN ST ATHENS  GA 30601,225 N LUMPKIN ST ATHENS  GA 30601,(706) 850-5152,FULL-SERVICE RESTAURANTS
132890,BRHPAN II GEORGIA LLC,PANERA BREAD,3151 ATLANTA HWY ATHENS  GA 30606,3309 COLLINS LN LOUISVILLE  KY 40245,(706) 546-6812,FULL-SERVICE RESTAURANTS
77463,BRINKER GEORGIA INC,CHILI'S SOUTHWEST BAR & GRILL,183 ALPS RD ATHENS  GA 30606,3000 OLYMPUS BLVD ATTN: TAX DEPT DALLAS  TX 75019,(706) 613-5405,FULL-SERVICE RESTAURANTS
121956,BULLDAWG DOUGH LLC,D P DOUGH,180 W BROAD ST ATHENS  GA 30601,180 W BROAD ST ATHENS  GA 30601,(706) 842-2828,FULL-SERVICE RESTAURANTS
132272,BUTCHER & VINE ATHENS LLC,BUTCHER & VINE ATHENS,1653 S LUMPKIN ST ATHENS  GA 30606,1653 S LUMPKIN ST ATHENS  GA 30606,(706) 202-0236,FULL-SERVICE RESTAURANTS
131079,CAJUN SEAFOOD ATHENS LLC,HOOK REEL CAJUN SEAFOOD,3640 ATLANTA HWY ATHENS  GA 30606-3149,3640 ATLANTA HWY ATHENS  GA 30606-3149,(706) 850-2010,FULL-SERVICE RESTAURANTS
75154,CARRABBAS ITALIAN GRILL LLC #6114,CARRABBA'S ITALIAN GRILL LLC #6114,3194 ATLANTA HWY ATHENS  GA 30606,2202 N WEST SHORE BLVD 5TH FL TAMPA  FL 33607,(706) 546-9938,FULL-SERVICE RESTAURANTS
133714,CAVA MEZZE GRILL LLC,CAVA MEZZE GRILL LLC,145 ALPS RD ATHENS  GA 30606,PO BOX 1067 DECATUR  GA 30031,(706) 715-5481,FULL-SERVICE RESTAURANTS
134246,CEC ENTERTAINMENT LLC,CHUCK E CHEESE,3654 ATLANTA HWY STE 1 ATHENS  GA 30606,1707 MARKET PLACE BLVD STE 200 LICENSE DEPT IRVING  TX 75063,(972) 258-4217,FULL-SERVICE RESTAURANTS
123976,CHINA 1 1977 INC,CHINA 1 1977,2026 S MILLEDGE AVE D4 ATHENS  GA 30605,2026 S MILLEDGE AVE D4 ATHENS  GA 30605,(706) 850-7788,FULL-SERVICE RESTAURANTS
125949,CHINA STAR 168 INC,CHINA STAR SUPER BUFFET,3567  ATLANTA HWY ATHENS  GA 30606,3567  ATLANTA HWY ATHENS  GA 30606,(706) 316-3382,FULL-SERVICE RESTAURANTS
108266,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL,165  ALPS RD ATHENS  GA 30606,PO BOX 182566 ATTN LICENSING COLUMBUS  OH 43218,(706) 548-7210,FULL-SERVICE RESTAURANTS
129020,CHUCK'S FISH ATHENS LLC,CHUCK'S FISH,220 W BROAD ST ATHENS  GA 30601,220 W BROAD ST ATHENS  GA 30601,(850) 830-3337,FULL-SERVICE RESTAURANTS
131461,CLASSIC CITY FLATBREADS LLC,PITA PIT ATHENS,123 N JACKSON ST ATHENS  GA 30601,123 N JACKSON ST ATHENS  GA 30601,(706) 552-0051,FULL-SERVICE RESTAURANTS
81948,CONCEPTOS INC,AGUA LINDA (TIMOTHY),2080 TIMOTHY RD SUITE A ATHENS  GA 30606,2080 TIMOTHY RD SUITE A ATHENS  GA 30606,(706) 543-0154,FULL-SERVICE RESTAURANTS
119297,CONTESOL LLC,THE TABLE BISTRO,1075 BAXTER ST SUITE B102 ATHENS  GA 30606,1075 BAXTER ST SUITE B102 ATHENS  GA 30606,(706) 395-6599,FULL-SERVICE RESTAURANTS
120970,COOK OUT - UGA  INC,COOK OUT - UGA  INC,1917 W BROAD ST ATHENS  GA 30606,PO BOX 698 THOMASVILLE  NC 27361,(336) 313-5226,FULL-SERVICE RESTAURANTS
130619,CRAVINGS! OF ATHENS LLC,CRAVINGS! OF ATHENS LLC,480 E BROAD ST SUITE 101 ATHENS  GA 30601,480 E BROAD ST SUITE 101 ATHENS  GA 30601,(478) 451-7725,FULL-SERVICE RESTAURANTS
90524,CUPPA COFFEE INC,DUNKIN DONUTS,771 PRINCE AVE ATHENS  GA 30606,110 MILLWICK CV ALPHARETTA  GA 30005,(706) 548-3444,FULL-SERVICE RESTAURANTS
74572,DELI MANAGEMENT INC,JASONS DELI,140 ALPS RD SUITE 56 ATHENS  GA 30606,350 PINE ST SUITE 1775 BEAUMONT  TX 77701,(706) 425-4950,FULL-SERVICE RESTAURANTS
77042,DEPALMA'S ITALIAN CAFE II INC,DEPALMAS ITALIAN CAFE,401 E BROAD ST ATHENS  GA 30601,401 E BROAD ST ATHENS  GA 30601,(706) 354-6966,FULL-SERVICE RESTAURANTS
75077,DEPALMAS ITALIAN CAFE VI,DEPALMAS ITALIAN CAFE VI,2080 TIMOTHY RD STE C ATHENS  GA 30606,2080 TIMOTHY RD STE C ATHENS  GA 30606,(706) 255-2645,FULL-SERVICE RESTAURANTS
78054,DEPALMA'S ITALIAN CAFES INC IV,DEPALMA'S ITALIAN CAFES INC IV,1965 BARNETT SHOALS RD ATHENS  GA 30605,1965 BARNETT SHOALS RD ATHENS  GA 30605,(706) 369-0085,FULL-SERVICE RESTAURANTS
78243,DOWNTOWN BURGER INC,THE GRILL,171 COLLEGE AVE ATHENS  GA 30601-2804,171 COLLEGE AVE ATHENS  GA 30601-2804,(706) 543-4770,FULL-SERVICE RESTAURANTS
132784,EL BAJIO MEXICAN RESTAURANT LLC,EL BAJIO MEXICAN RESTAURANT LLC,400 HAWTHORNE AVE STE 12 ATHENS  GA 30606-2556,400 HAWTHORNE AVE STE 12 ATHENS  GA 30606-2556,(706) 248-9161,FULL-SERVICE RESTAURANTS
129476,EL BARRIO TACOS & TEQUILA,EL BARRIO TACOS & TEQUILA,1331 S MILLEDGE AVE ATHENS  GA 30605-1447,1331 S MILLEDGE AVE ATHENS  GA 30605-1447,(706) 850-0708,FULL-SERVICE RESTAURANTS
76148,ESPANGLISH INC,CALI-N-TITOS,1427 S LUMPKIN ST ATHENS  GA 30605,152  LAKE FOREST CIR ATHENS  GA 30607,(706) 227-9979,FULL-SERVICE RESTAURANTS
132821,EVEREST TRADING LLC,FLYING BISCUIT CAFE,1180 PRINCE AVE SUITE B ATHENS  GA 30606,420 ATHENA DR ATHENS  GA 30601,(706) 850-5656,FULL-SERVICE RESTAURANTS
128997,FARM CART LLC,FARM CART,1074 BAXTER ST ATHENS  GA 30606,2001 CHANDLER BRIDGE RD NICHOLSON  GA 30565,(706) 850-7931,FULL-SERVICE RESTAURANTS
79557,FILLITALIA CORP,PEPPINOS,950 WHITEHALL RD ATHENS  GA 30605,950 E WHITEHALL RD ATHENS  GA 30605,(706) 613-1616,FULL-SERVICE RESTAURANTS
79125,FIVE & TEN INC,FIVE & TEN,1073 S MILLEDGE AVE ATHENS  GA 30605,1073 S MILLEDGE AVE ATHENS  GA 30605,(706) 546-7300,FULL-SERVICE RESTAURANTS
74761,FRANCHISE SOLUTIONS INC,BARBERITOS,259 E CLAYTON ST ATHENS  GA 30601,259 E CLAYTON ST ATHENS  GA 30601,(706) 549-9008,FULL-SERVICE RESTAURANTS
78716,FRESH AIR BARBECUE OF ATHENS INC,FRESH AIR BARBECUE OF ATHENS INC,1110 HULL RD ATHENS  GA 30601,1110 HULL RD ATHENS  GA 30601,(706) 546-6060,FULL-SERVICE RESTAURANTS
78868,FRESH AIR BBQ OF ATHENS INC,FRESH AIR BBQ OF ATHENS INC,5170 ATLANTA HWY BOGART  GA 30622,1110 HULL RD ATHENS  GA 30601,(706) 546-6060,FULL-SERVICE RESTAURANTS
123423,FUN CAFE LLC,BUBBLE CAFE,247 E BROAD ST ATHENS  GA 30601-2802,247 E BROAD ST ATHENS  GA 30601-2802,(706) 355-3002,FULL-SERVICE RESTAURANTS
124091,GENESIS RESTAURANT GROUP LLC,WENDY'S,705 US HWY 29 N ATHENS  GA 30601,1 HUNTINGTON RD STE 206 ATHENS  GA 30606-7206,(706) 546-7628,FULL-SERVICE RESTAURANTS
129419,GEORGIA SEAFOOD 6AE LLC,THE CRAB HUT,2361 W BROAD ST ATHENS  GA 30606-3421,2361 W BROAD ST ATHENS  GA 30606-3421,(678) 477-4930,FULL-SERVICE RESTAURANTS
74666,GMRI INC,THE OLIVE GARDEN ITALIAN RESTAURANT #1625,3666 ATLANTA HWY ATHENS  GA 30606,PO BOX 695016 ORLANDO  FL 32869-5011,(706) 227-2225,FULL-SERVICE RESTAURANTS
112143,GOLDEN DRAGON RESTAURANT,GOLDEN DRAGON RESTAURANT,126 ALPS RD ATHENS  GA 30606,126 ALPS RD ATHENS  GA 30606,(706) 552-1688,FULL-SERVICE RESTAURANTS
79118,GOLDEN SUN CHINESE RESTAURANT,GOLDEN SUN CHINESE RESTAURANT,4375 LEXINGTON RD ATHENS  GA 30605,4375 LEXINGTON RD STE B1 ATHENS  GA 30605-7502,(706) 549-3388,FULL-SERVICE RESTAURANTS
129291,GPS HOSPITALITY HUTS LLC,PIZZA HUT #36041,1995 BARNETT SHOALS RD ATHENS  GA 30605,251 LITTLE FALLS DR WILMINGTON  DE 19808,(770) 738-8807,FULL-SERVICE RESTAURANTS
